,Date,Open,High,Low,Close,Adj Close,Volume
55,2012-03-22,15.902892,16.15943,15.716092,16.090937,16.090937,96769361
56,2012-03-23,16.104635,16.151958,15.962668,16.004761,16.004761,77898894
57,2012-03-26,16.064785,16.176617,15.928795,16.17263,16.17263,73040752
58,2012-03-27,16.115347,16.276491,16.059805,16.115097,16.115097,80588939
59,2012-03-28,16.23988,16.403267,16.216219,16.332781,16.332781,101936657
60,2012-03-29,16.274998,16.353453,16.047352,16.149717,16.149717,77260510
61,2012-03-30,16.232904,16.276243,15.965159,15.971136,15.971136,92774443
62,2012-04-02,15.95943,16.127052,15.811734,16.112606,16.112606,91710470
63,2012-04-03,16.074997,16.13826,15.906379,16.005507,16.005507,82102591
64,2012-04-04,15.901647,15.915345,15.718583,15.819455,15.819455,65348026
65,2012-04-05,15.746976,15.851335,15.655569,15.748969,15.748969,93095642
66,2012-04-09,15.653327,15.823938,15.573875,15.712107,15.712107,87635252
67,2012-04-10,15.778857,15.803265,15.555444,15.612979,15.612979,99652126
68,2012-04-11,15.790065,15.840625,15.723564,15.839629,15.839629,88289696
69,2012-04-12,15.998783,16.267525,15.946728,16.214474,16.214474,231127086
70,2012-04-13,16.128298,16.164164,15.530289,15.55669,15.55669,327595322
71,2012-04-16,15.516839,15.537013,14.985331,15.09517,15.09517,228537416
72,2012-04-17,15.157187,15.384585,15.118582,15.182343,15.182343,121409373
73,2012-04-18,15.144485,15.262791,15.013974,15.129541,15.129541,107180238
74,2012-04-19,15.085705,15.348968,14.91908,14.926552,14.926552,132277959
75,2012-04-20,15.04984,15.16441,14.840126,14.845854,14.845854,122794545
76,2012-04-23,14.767149,14.905381,14.699901,14.88421,14.88421,88241516
77,2012-04-24,14.900151,15.109117,14.877236,14.975618,14.975618,77453230
78,2012-04-25,15.043613,15.226677,15.015717,15.186079,15.186079,73117037
79,2012-04-26,15.215718,15.392306,15.185581,15.329292,15.329292,84013728
80,2012-04-27,15.318084,15.360923,15.207997,15.317088,15.317088,65701345
81,2012-04-30,15.267524,15.344485,14.959179,15.064783,15.064783,96652926
82,2012-05-01,15.038382,15.232903,14.948719,15.054323,15.054323,80392204
83,2012-05-02,14.973874,15.145979,14.959179,15.124809,15.124809,64701612
84,2012-05-03,15.183588,15.313352,15.166901,15.218457,15.218457,75000069
85,2012-05-04,15.091434,15.1405,14.864534,14.868519,14.868519,88626955
86,2012-05-07,14.819453,15.207249,14.819453,15.132031,15.132031,80079035
87,2012-05-08,15.08172,15.364909,14.961421,15.262542,15.262542,107493407
88,2012-05-09,15.11385,15.351957,14.989067,15.171882,15.171882,93501157
89,2012-05-10,15.266776,15.347225,15.198781,15.284211,15.284211,61666277
90,2012-05-11,15.20177,15.306378,15.062791,15.074248,15.074248,84290763
91,2012-05-14,14.963413,15.155693,14.958432,15.043613,15.043613,73249532
92,2012-05-15,15.077237,15.317586,15.037386,15.220699,15.220699,84399167
93,2012-05-16,15.39131,15.693676,15.340998,15.664535,15.664535,194128926
94,2012-05-17,15.786578,15.886703,15.472754,15.518084,15.518084,134654835
95,2012-05-18,15.569143,15.75146,14.861794,14.953949,14.953949,239835606
96,2012-05-21,14.956689,15.334772,14.943986,15.295419,15.295419,123477094
97,2012-05-22,15.278732,15.287947,14.84436,14.963912,14.963912,122533571
98,2012-05-23,14.985082,15.18309,14.872255,15.179603,15.179603,127600492
99,2012-05-24,15.172131,15.240873,14.915842,15.035145,15.035145,75935562
100,2012-05-25,14.968893,14.987075,14.65208,14.733027,14.733027,143813034
101,2012-05-29,14.839627,14.922317,14.653077,14.803015,14.803015,104618672
102,2012-05-30,14.649092,14.742242,14.533774,14.650835,14.650835,76553871
103,2012-05-31,14.663039,14.69492,14.420947,14.467273,14.467273,119177037
104,2012-06-01,14.24137,14.26279,14.155691,14.221195,14.221195,122774470
105,2012-06-04,14.202266,14.458058,14.197036,14.410735,14.410735,97672734
106,2012-06-05,14.332528,14.399278,14.108867,14.206999,14.206999,93946821
107,2012-06-06,14.358182,14.494919,14.2867,14.46005,14.46005,84146223
108,2012-06-07,14.635144,14.642367,14.37736,14.401769,14.401769,70603652
109,2012-06-08,14.342491,14.47076,14.310859,14.457061,14.457061,56627461
110,2012-06-11,14.55071,14.578357,14.114346,14.159427,14.159427,106842978
111,2012-06-12,14.191058,14.204259,13.912353,14.074744,14.074744,129451404
112,2012-06-13,13.99056,14.122067,13.914844,13.974869,13.974869,78460993
113,2012-06-14,13.980099,14.073997,13.861045,13.924059,13.924059,94147570
114,2012-06-15,13.956189,14.060299,13.875242,14.060049,14.060049,120497969
115,2012-06-18,14.012976,14.301644,13.929041,14.217958,14.217958,100250360
116,2012-06-19,14.286202,14.552454,14.274496,14.483961,14.483961,83359284
117,2012-06-20,14.441121,14.445853,14.284209,14.383836,14.383836,94219840
118,2012-06-21,14.441868,14.441868,14.040622,14.077484,14.077484,80753554
119,2012-06-22,14.146974,14.233649,14.092677,14.233649,14.233649,89450029
120,2012-06-25,14.130286,14.149215,13.881718,13.965155,13.965155,63501129
121,2012-06-26,14.016463,14.112104,13.934769,14.064284,14.064284,54210435
122,2012-06-27,14.139502,14.296164,14.097659,14.179352,14.179352,67945726
123,2012-06-28,14.09467,14.102889,13.878231,14.055068,14.055068,77124000
124,2012-06-29,14.320324,14.449091,14.251582,14.447597,14.447597,101157748
125,2012-07-02,14.491183,14.520573,14.35868,14.45756,14.45756,66468209
126,2012-07-03,14.446102,14.655318,14.39604,14.640872,14.640872,47758342
127,2012-07-05,14.664036,14.945481,14.658556,14.842367,14.842367,94187720
128,2012-07-06,14.755941,14.782591,14.51609,14.594795,14.594795,86796118
129,2012-07-09,14.569141,14.660051,14.476987,14.595542,14.595542,68861145
130,2012-07-10,14.699652,14.755443,14.414471,14.488195,14.488195,77212330
131,2012-07-11,14.353699,14.392304,14.070759,14.226426,14.226426,140496649
132,2012-07-12,14.125056,14.244857,13.999775,14.208742,14.208742,92738308
133,2012-07-13,14.250336,14.424683,14.160672,14.359178,14.359178,79336261
134,2012-07-16,14.355442,14.425679,14.241121,14.319328,14.319328,58723287
135,2012-07-17,14.40675,14.462541,14.156936,14.364409,14.364409,67455897
136,2012-07-18,14.370635,14.537759,14.349465,14.464782,14.464782,62160121
137,2012-07-19,14.59878,14.906128,14.595293,14.771134,14.771134,187688877
138,2012-07-20,15.162168,15.266278,14.898656,15.213476,15.213476,259517101
139,2012-07-23,14.955941,15.401023,14.9004,15.330288,15.330288,143002005
140,2012-07-24,15.317586,15.390562,15.052081,15.13253,15.13253,80677269
141,2012-07-25,15.15121,15.277237,15.077735,15.14299,15.14299,73193322
142,2012-07-26,15.317586,15.364161,15.1938,15.276739,15.276739,67660662
143,2012-07-27,15.414473,15.815719,15.379853,15.814723,15.814723,142520206
144,2012-07-30,15.841871,16.005009,15.678732,15.748471,15.748471,87795852
145,2012-07-31,15.647848,15.853079,15.646852,15.765158,15.765158,74903709
146,2012-08-01,15.873004,15.928048,15.725557,15.757935,15.757935,74060561
147,2012-08-02,15.579355,15.891186,15.527051,15.660052,15.660052,79404516
148,2012-08-03,15.940252,16.032906,15.844112,15.973378,15.973378,76168432
149,2012-08-06,15.930538,16.173876,15.920825,16.010489,16.010489,71563235
150,2012-08-07,15.984835,16.046354,15.852332,15.953702,15.953702,79569131
151,2012-08-08,15.916591,16.086454,15.902892,15.995794,15.995794,53086237
152,2012-08-09,16.052582,16.098907,15.97811,15.998783,15.998783,42972470
153,2012-08-10,15.905134,15.996043,15.843863,15.990065,15.990065,57599089
154,2012-08-13,16.125059,16.442122,16.106628,16.438635,16.438635,131205956
155,2012-08-14,16.419704,16.758434,16.413479,16.654076,16.654076,147016998
156,2012-08-15,16.694426,16.793304,16.540503,16.626181,16.626181,96789436
157,2012-08-16,16.625435,16.803019,16.614723,16.758932,16.758932,68965534
158,2012-08-17,16.790068,16.868025,16.729794,16.865286,16.865286,87434502
159,2012-08-20,16.824438,16.908373,16.753702,16.825434,16.825434,70587592
160,2012-08-21,16.764912,16.886703,16.492432,16.675247,16.675247,89221174
161,2012-08-22,16.622196,16.951462,16.605259,16.866282,16.866282,76654246
162,2012-08-23,16.793802,16.948473,16.712358,16.856817,16.856817,71635505
163,2012-08-24,16.826929,16.947725,16.78907,16.902395,16.902395,57277890
164,2012-08-27,16.512856,16.737265,16.419456,16.668024,16.668024,104939872
165,2012-08-28,16.562918,16.877239,16.556442,16.868025,16.868025,82652646
166,2012-08-29,16.871014,17.160429,16.840628,17.136021,17.136021,120060335
167,2012-08-30,17.042122,17.120579,16.941002,16.978361,16.978361,65319921
168,2012-08-31,17.036144,17.150217,16.937513,17.063293,17.063293,85402916
169,2012-09-04,17.049843,17.06105,16.774626,16.962421,16.962421,75867307
170,2012-09-05,16.936518,17.098412,16.915098,16.954451,16.954451,68584110
171,2012-09-06,17.084961,17.431911,17.054325,17.419706,17.419706,122196311
172,2012-09-07,17.43465,17.739758,17.376617,17.587828,17.587828,129804723
173,2012-09-10,17.677738,17.753704,17.39455,17.453829,17.453829,102783820
174,2012-09-11,17.383841,17.45084,17.210491,17.240129,17.240129,75232938
175,2012-09-12,17.170889,17.307877,16.958435,17.207502,17.207502,106088160
176,2012-09-13,17.262547,17.65881,17.199034,17.585087,17.585087,106758663
177,2012-09-14,17.673754,17.758436,17.609245,17.675747,17.675747,105132591
178,2012-09-17,17.636644,17.755447,17.559183,17.68322,17.68322,60558139
179,2012-09-18,17.628424,17.899408,17.603518,17.889944,17.889944,82981875
180,2012-09-19,17.870518,18.145985,17.843369,18.119583,18.119583,124396528
181,2012-09-20,18.044115,18.216221,17.963169,18.135025,18.135025,116731906
182,2012-09-21,18.236895,18.304392,18.184839,18.281227,18.281227,255317419
183,2012-09-24,18.206757,18.680979,18.188078,18.664541,18.664541,143086320
184,2012-09-25,18.755947,19.050842,18.6217,18.659061,18.659061,243248350
185,2012-09-26,18.676247,18.959934,18.455824,18.766159,18.766159,227766537
186,2012-09-27,18.927805,18.999784,18.721079,18.841875,18.841875,157833389
187,2012-09-28,18.783344,18.911615,18.708626,18.792063,18.792063,111757330
188,2012-10-01,18.905388,19.053581,18.834654,18.973383,18.973383,127194978
189,2012-10-02,19.058563,19.078239,18.686708,18.85408,18.85408,112026334
190,2012-10-03,18.822449,19.026684,18.734777,18.991316,18.991316,88663090
191,2012-10-04,18.997543,19.175377,18.914104,19.129547,19.129547,98535958
192,2012-10-05,19.195799,19.287207,19.053831,19.119585,19.119585,109846193
193,2012-10-08,18.953957,19.018215,18.783344,18.875252,18.875252,78637653
194,2012-10-09,18.92083,18.961926,18.493931,18.532785,18.532785,120578269
195,2012-10-10,18.477243,18.618464,18.388327,18.544491,18.544491,81901842
196,2012-10-11,18.752213,18.891689,18.687206,18.716845,18.716845,95713418
197,2012-10-12,18.726061,18.801277,18.533033,18.549223,18.549223,96528461
198,2012-10-15,18.479235,18.526308,18.199286,18.455324,18.455324,121216653
199,2012-10-16,18.434155,18.605015,18.342747,18.547977,18.547977,82636586
200,2012-10-17,18.529299,18.837891,18.437391,18.816719,18.816719,92059774
201,2012-10-18,18.817966,18.914602,16.836891,17.310118,17.310118,499561487
202,2012-10-19,17.573629,17.601524,16.737265,16.9811,16.9811,461009524
203,2012-10-22,16.961674,17.051836,16.679979,16.903393,16.903393,162832055
204,2012-10-23,16.737514,17.119083,16.737265,16.945234,16.945234,117101285
205,2012-10-24,17.105883,17.110865,16.818708,16.86927,16.86927,100234300
206,2012-10-25,16.936518,16.986332,16.774874,16.880728,16.880728,96403996
207,2012-10-26,16.849344,17.011986,16.717339,16.815722,16.815722,78324483
208,2012-10-31,16.933031,16.961424,16.811985,16.943991,16.943991,61710442
209,2012-11-01,16.924065,17.208,16.904636,17.125559,17.125559,82311371
210,2012-11-02,17.304888,17.323816,17.120081,17.133778,17.133778,93324497
211,2012-11-05,17.048597,17.107376,16.825932,17.010241,17.010241,65681270
212,2012-11-06,17.073006,17.098412,16.875496,16.979357,16.979357,63549309
213,2012-11-07,16.811985,16.892433,16.600029,16.615721,16.615721,89626688
214,2012-11-08,16.692432,16.724562,16.219954,16.246355,16.246355,104269368
215,2012-11-09,16.305134,16.646107,16.196791,16.513851,16.513851,125030896
216,2012-11-12,16.531784,16.68247,16.460054,16.585335,16.585335,56446786
217,2012-11-13,16.513105,16.627674,16.3943,16.414724,16.414724,64007018
218,2012-11-14,16.454823,16.492682,16.201773,16.252831,16.252831,66986143
219,2012-11-15,16.189318,16.438385,16.037388,16.121075,16.121075,74233205
220,2012-11-16,16.089443,16.264538,15.840625,16.119081,16.119081,138043489
221,2012-11-19,16.331285,16.660551,16.327051,16.642868,16.642868,95083064
222,2012-11-20,16.675247,16.886703,16.552208,16.686705,16.686705,83861158
223,2012-11-21,16.662296,16.68247,16.448347,16.584587,16.584587,84804682
224,2012-11-23,16.686705,16.68745,16.590315,16.63689,16.63689,37038310
225,2012-11-26,16.598783,16.612732,16.413977,16.467028,16.467028,88514535
226,2012-11-27,16.442619,16.811985,16.388573,16.705135,16.705135,100724129
227,2012-11-28,16.637886,17.058809,16.535273,17.027925,17.027925,122136087
228,2012-11-29,17.130291,17.282721,16.986332,17.232658,17.232658,111476280
229,2012-11-30,17.218212,17.415222,17.078238,17.394053,17.394053,127018318
230,2012-12-03,17.490442,17.58135,17.287951,17.316343,17.316343,88028721
231,2012-12-04,17.310118,17.322821,17.078485,17.211239,17.211239,79966615
232,2012-12-05,17.239134,17.297665,16.994551,17.131289,17.131289,74775229
233,2012-12-06,17.125559,17.32531,17.048847,17.21373,17.21373,58711242
234,2012-12-07,17.310118,17.356941,16.996792,17.041374,17.041374,77059760
235,2012-12-10,17.070765,17.226681,17.030914,17.071512,17.071512,54872909
236,2012-12-11,17.185583,17.482471,17.128798,17.356941,17.356941,107906951
237,2012-12-12,17.415474,17.522074,17.272259,17.373878,17.373878,97403730
238,2012-12-13,17.831163,17.844864,17.423443,17.5019,17.5019,138312493
239,2012-12-14,17.413979,17.629421,17.395548,17.483467,17.483467,85523366
240,2012-12-17,17.571636,17.980604,17.534775,17.952211,17.952211,121871097
241,2012-12-18,17.848101,18.159433,17.809496,17.959435,17.959435,120646524
242,2012-12-19,17.950466,18.007504,17.850094,17.935522,17.935522,77031655
243,2012-12-20,18.013979,18.048599,17.857315,17.991564,17.991564,66528434
244,2012-12-21,17.782597,17.903395,17.696669,17.82394,17.82394,141568653
245,2012-12-24,17.796045,17.812735,17.620703,17.671265,17.671265,33762076
246,2012-12-26,17.635647,17.755447,17.494677,17.655573,17.655573,47473277
247,2012-12-27,17.612484,17.654825,17.40003,17.591312,17.591312,66142994
248,2012-12-28,17.476744,17.606756,17.4349,17.4349,17.4349,56290202
249,2012-12-31,17.43465,17.697914,17.335024,17.618462,17.618462,80195470
250,2013-01-02,17.918339,18.10713,17.846855,18.013729,18.013729,102033017
251,2013-01-03,18.055573,18.229919,17.950716,18.024191,18.024191,93075567
252,2013-01-04,18.165413,18.467529,18.124067,18.380356,18.380356,110954331
253,2013-01-07,18.317591,18.415474,18.196297,18.300158,18.300158,66476239
254,2013-01-08,18.319834,18.338762,18.043119,18.264042,18.264042,67295297
255,2013-01-09,18.238388,18.38982,18.14698,18.384092,18.384092,81291563
256,2013-01-10,18.501402,18.55545,18.269024,18.467777,18.467777,73703226
257,2013-01-11,18.48073,18.49144,18.338762,18.430668,18.430668,51600690
258,2013-01-14,18.356195,18.48571,17.991314,18.013729,18.013729,114985384
259,2013-01-15,17.916096,18.306383,17.736021,18.055573,18.055573,157696879
260,2013-01-16,17.992559,18.040878,17.775124,17.812983,17.812983,81239368
261,2013-01-17,17.875748,17.923817,17.709122,17.716595,17.716595,88791570
262,2013-01-18,17.692682,17.752708,17.467775,17.54698,17.54698,129555794
263,2013-01-22,17.550716,17.567652,17.323069,17.506132,17.506132,152264594
264,2013-01-23,18.331041,18.655075,18.326059,18.468275,18.468275,237249950
265,2013-01-24,18.461802,18.850096,18.443619,18.78484,18.78484,135815168
266,2013-01-25,18.699162,18.891191,18.686209,18.771391,18.771391,89369729
267,2013-01-28,18.72382,18.81946,18.62743,18.698166,18.698166,65327951
268,2013-01-29,18.599035,18.853085,18.593805,18.771639,18.771639,70145942
269,2013-01-30,18.773134,18.952711,18.75246,18.775375,18.775375,69579828
270,2013-01-31,18.692684,18.86977,18.686209,18.821701,18.821701,65613015
271,2013-02-01,18.884216,19.342501,18.881727,19.317593,19.317593,150405652
272,2013-02-04,19.120581,19.189821,18.885962,18.90464,18.90464,122075862
273,2013-02-05,18.957193,19.205763,18.91585,19.072014,19.072014,75108474
274,2013-02-06,18.905886,19.251839,18.891689,19.18235,19.18235,83435569
275,2013-02-07,19.170645,19.397543,19.066036,19.276497,19.276497,114033831
276,2013-02-08,19.43042,19.593309,19.416224,19.56093,19.56093,121256803
277,2013-02-11,19.387333,19.501902,19.271517,19.487455,19.487455,87037018
278,2013-02-12,19.47077,19.623945,19.411491,19.444616,19.444616,74638720
279,2013-02-13,19.43042,19.560432,19.426435,19.498415,19.498415,48107646
280,2013-02-14,19.420458,19.644867,19.371639,19.621952,19.621952,69672173
281,2013-02-15,19.61149,19.757444,19.603271,19.748228,19.748228,109601278
282,2013-02-19,19.825439,20.099663,19.807756,20.095926,20.095926,117711564
283,2013-02-20,20.05732,20.148727,19.720831,19.737518,19.737518,110982436
284,2013-02-21,19.875502,20.061056,19.706635,19.813982,19.813982,140781714
285,2013-02-22,19.906883,19.956448,19.770893,19.918093,19.918093,82463941
286,2013-02-25,19.982599,20.134781,19.688454,19.695427,19.695427,92501423
287,2013-02-26,19.800781,19.824444,19.536772,19.679485,19.679485,88430220
288,2013-02-27,19.795799,20.043621,19.703896,19.919836,19.919836,81347773
289,2013-02-28,19.952711,20.099413,19.95097,19.955202,19.955202,90971711
290,2013-03-01,19.87052,20.103148,19.829424,20.079487,20.079487,87342157
291,2013-03-04,20.05732,20.494183,20.049849,20.460808,20.460808,111440145
292,2013-03-05,20.645864,20.925318,20.645117,20.886711,20.886711,162370331
293,2013-03-06,20.947235,21.021208,20.642876,20.706886,20.706886,115350748
294,2013-03-07,20.773636,20.837397,20.662054,20.737272,20.737272,82415761
295,2013-03-08,20.784594,20.795055,20.549227,20.710373,20.710373,116912581
296,2013-03-11,20.714607,20.914108,20.709873,20.792564,20.792564,64027093
297,2013-03-12,20.690199,20.719587,20.514854,20.612988,20.612988,80633104
298,2013-03-13,20.620211,20.689699,20.480982,20.555702,20.555702,65898080
299,2013-03-14,20.597546,20.597546,20.358442,20.461803,20.461803,66295564
300,2013-03-15,20.386087,20.43092,20.25757,20.281481,20.281481,124452737
301,2013-03-18,20.049849,20.243124,19.961927,20.119337,20.119337,73807616
302,2013-03-19,20.205267,20.404768,20.085962,20.207258,20.207258,84242583
303,2013-03-20,20.344494,20.361429,20.210247,20.291693,20.291693,58771467
304,2013-03-21,20.206511,20.346735,20.170645,20.205765,20.205765,59325536
305,2013-03-22,20.292439,20.304892,20.165415,20.182102,20.182102,59751126
306,2013-03-25,20.234406,20.40427,20.095179,20.165415,20.165415,68736680
307,2013-03-26,20.261555,20.274008,20.119337,20.234655,20.234655,47854701
308,2013-03-27,20.09169,20.099663,19.958441,19.991568,19.991568,86852328
309,2013-03-28,20.024693,20.059065,19.758442,19.780607,19.780607,91855009
310,2013-04-01,19.801031,19.981356,19.757195,19.954954,19.954954,72562968
311,2013-04-02,20.038391,20.294682,20.024942,20.250097,20.250097,81966082
312,2013-04-03,20.260557,20.27899,19.942001,20.079737,20.079737,69800653
313,2013-04-04,20.031168,20.068527,19.708628,19.802525,19.802525,98270968
314,2013-04-05,19.578115,19.60128,19.337519,19.503147,19.503147,137870844
315,2013-04-08,19.396049,19.415974,19.138266,19.298912,19.298912,113708616
316,2013-04-09,19.315102,19.520582,19.255575,19.368652,19.368652,86615444
317,2013-04-10,19.49991,19.734779,19.327557,19.680733,19.680733,79440651
318,2013-04-11,19.74798,19.75346,19.528303,19.685963,19.685963,81452163
319,2013-04-12,19.725813,19.728554,19.500158,19.677494,19.677494,65713390
320,2013-04-15,19.575377,19.850595,19.352961,19.475252,19.475252,98491793
321,2013-04-16,19.591316,19.825687,19.524817,19.760183,19.760183,69941178
322,2013-04-17,19.595303,19.69717,19.37986,19.490944,19.490944,81785407
323,2013-04-18,19.560432,19.571642,18.960432,19.076248,19.076248,133398142
324,2013-04-19,19.157194,20.010994,19.084965,19.922077,19.922077,232998073
325,2013-04-22,19.94026,20.023945,19.302649,19.928055,19.928055,115768308
326,2013-04-23,19.950222,20.311369,19.93428,20.122078,20.122078,92035684
327,2013-04-24,20.127308,20.373634,20.124569,20.260309,20.260309,73438237
328,2013-04-25,20.330048,20.335527,20.115353,20.151964,20.151964,79986690
329,2013-04-26,20.114607,20.118092,19.840134,19.960682,19.960682,99880980
330,2013-04-29,20.006262,20.490696,20.000034,20.400036,20.400036,92376959
331,2013-04-30,20.39854,20.613735,20.365664,20.537271,20.537271,92613843
332,2013-05-01,20.504644,20.541006,20.332788,20.434158,20.434158,58418148
333,2013-05-02,20.42594,20.785839,20.399788,20.662802,20.662802,81034603
334,2013-05-03,20.845865,21.090946,20.821955,21.064047,21.064047,100880714
335,2013-05-06,21.12731,21.465792,21.12731,21.458319,21.458319,85973045
336,2013-05-07,21.494682,21.516102,21.187334,21.350721,21.350721,78653713
337,2013-05-08,21.344994,21.765417,21.243126,21.759192,21.759192,99102072
338,2013-05-09,21.689701,21.909378,21.624695,21.705643,21.705643,88353936
339,2013-05-10,21.801035,21.931295,21.722578,21.923574,21.923574,76192522
340,2013-05-13,21.8902,21.979366,21.752966,21.856327,21.856327,58157173
341,2013-05-14,21.855579,22.134285,21.846615,22.094685,22.094685,63408784
342,2013-05-15,22.3039,22.82395,22.267038,22.811747,22.811747,160033605
343,2013-05-16,22.889206,22.913614,22.466042,22.512367,22.512367,128865215
344,2013-05-17,22.665545,22.75197,22.42893,22.644623,22.644623,112098604
345,2013-05-20,22.540512,22.929056,22.540512,22.628433,22.628433,91248746
346,2013-05-21,22.61573,22.70639,22.356453,22.589579,22.589579,79617311
347,2013-05-22,22.47974,22.64786,22.089205,22.152468,22.152468,102807910
348,2013-05-23,21.843126,22.165916,21.768408,21.987335,21.987335,91345105
349,2013-05-24,21.799789,21.888456,21.693935,21.751471,21.751471,92216359
350,2013-05-28,22.00502,22.220213,21.927809,21.949478,21.949478,90638467
351,2013-05-29,21.810997,21.867785,21.526564,21.626688,21.626688,80837869
352,2013-05-30,21.666788,21.89045,21.579365,21.68771,21.68771,85145956
353,2013-05-31,21.621956,21.843126,21.607012,21.699165,21.699165,79071272
354,2013-06-03,21.7435,21.767658,21.295679,21.609751,21.609751,99399181
355,2013-06-04,21.615231,21.683475,21.272017,21.397299,21.397299,75024159
356,2013-06-05,21.482229,21.655081,21.348232,21.412243,21.412243,84587872
357,2013-06-06,21.526812,21.577374,21.101406,21.53528,21.53528,103550684
358,2013-06-07,21.679241,21.917847,21.552217,21.911121,21.911121,107385002
359,2013-06-10,21.97015,22.19182,21.920088,22.172392,22.172392,93862506
360,2013-06-11,22.016726,22.092194,21.905891,21.913115,21.913115,70567517
361,2013-06-12,22.053837,22.067286,21.660063,21.718096,21.718096,88522565
362,2013-06-13,21.643375,21.909378,21.5567,21.843126,21.843126,83106340
363,2013-06-14,21.920338,22.034908,21.771645,21.79431,21.79431,90136592
364,2013-06-17,21.898668,22.152716,21.875008,22.073513,22.073513,86173794
365,2013-06-18,22.133289,22.440886,22.125816,22.431421,22.431421,87000883
366,2013-06-19,22.450102,22.685966,22.353712,22.432917,22.432917,117073180
